ImageID,LabelName1,LabelName2,ImageHeight,ImageWidth,XMin1,XMax1,YMin1,YMax1,XMin2,XMax2,YMin2,YMax2,ReferringExpression
alex_159372,person wearing denim,black skateboard,640,428,99,309,83,479,151,238,479,513,The person wearing denim is riding on the black skateboard.
alex_106314,boy,skateboard in the air,640,427,168,287,60,359,146,264,316,409,The boy is doing a trick on the skateboard in the air.
alex_446285,man in skateboard protective gear,colorful skateboard in the air,640,426,13,397,74,380,0,250,327,552,The man in skateboard protective gear is riding on the colorful skateboard in the air.
alex_55118,person,wooden skateboard under the person,427,640,239,457,0,225,212,432,144,250,The person is riding on the wooden skateboard under the person.
alex_294541,man in tan pants,black skateboard on the ground,480,640,333,405,168,355,299,425,334,370,The man in tan pants is riding the black skateboard on the ground.
alex_427870,cool person wearing a gray shirt,pattered skateboard on a ramp,640,429,90,314,102,380,154,358,364,414,The cool person wearing a gray shirt is riding the pattered skateboard on a ramp.
alex_398309,grungy person wearing jeans,skateboard upside down,452,640,209,460,1,251,301,403,255,372,The grungy person wearing jeans is doing tricks with the skateboard upside down.
alex_517987,bearded ragged person,black skateboard on the pavement,640,427,5,403,21,630,12,426,459,607,The bearded ragged person is sitting on the black skateboard on the pavement.
alex_448365,boy wearing glasses,skateboard in the air,428,640,149,370,34,338,195,344,266,408,The boy wearing glasses is doing tricks with the skateboard in the air.
alex_546670,girl,skateboard under the girl's foot,640,428,34,392,3,631,102,227,571,637,The girl is stepping on the skateboard under the girl's foot.
alex_12147,person,black skateboard,612,612,204,403,51,336,203,369,262,377,The person is riding the black skateboard.
alex_579902,man wearing jeans,painted skateboard on the man's back,640,556,200,382,232,502,267,327,164,339,The man wearing jeans is carrying the painted skateboard on the man's back.
alex_253819,person,black skateboard in the air,427,640,196,471,5,320,300,408,238,343,The person is doing tricks with the black skateboard in the air.
alex_509589,person,black skateboard under the person's foot,533,640,171,467,96,531,546,639,148,331,The person is stepping on the black skateboard under the person's foot.
alex_143234,sandy-haired person,skateboard on the ramp,427,640,166,323,13,213,165,257,192,237,The sandy-haired person is riding the skateboard on the ramp.
alex_372620,boy in a skateboard,black skateboard,427,640,137,285,184,397,164,321,351,394,The boy in a skateboard is standing on the black skateboard.
alex_122766,person,skateboard on the ground,612,612,112,439,0,611,162,291,393,479,The person is riding the skateboard on the ground.
alex_407443,boy wearing a hat,black skateboard above the ramp,640,426,27,352,72,488,23,216,463,506,The boy wearing a hat is riding the black skateboard above the ramp.
alex_366484,man dressed in a jacket and jeans,wooden skateboard in the man's hand,640,480,17,479,4,629,0,140,378,639,The man dressed in a jacket and jeans is holding the wooden skateboard in the man's hand.
alex_71573,fit man wearing jeans,brown skateboard in the air,447,640,242,470,41,289,258,391,288,327,The fit man wearing jeans is riding the brown skateboard in the air.
alex_341910,blonde man,black skateboard over the ground,640,426,41,223,274,578,36,214,549,597,The blonde man is riding the black skateboard over the ground.
alex_346011,man in the air,skateboard in the air,500,334,66,299,47,262,148,231,257,303,The man in the air is grabbing the skateboard in the air.
alex_245660,person,skateboard in the man's hand,427,640,95,336,60,426,162,317,223,421,The person is holding the skateboard in the man's hand.
alex_16285,person,black skateboard,375,500,170,304,17,300,182,282,251,321,The person is standing on the black skateboard.
alex_146757,person wearing a helmet,colorful skateboard being held by the skater,427,640,238,606,23,252,26,80,78,173,The person wearing a helmet is grabbing the colorful skateboard being held by the skater.
alex_196516,person,oblong skateboard under the skater's feet,332,500,164,259,0,161,190,250,123,179,The person is flipping the oblong skateboard under the skater's feet.
alex_540581,person,used skateboard on the floor,427,640,254,639,75,300,168,395,258,378,The person is laying on the used skateboard on the floor.
alex_366502,boy,used skateboard in the air,427,640,17,438,49,285,0,305,260,338,The boy is riding the used skateboard in the air.
alex_194471,man wearing a hat,colorful skateboard on the ramp,500,334,68,235,138,332,129,257,309,362,The man wearing a hat is riding the colorful skateboard on the ramp.
alex_208808,airborne man,flat skateboard in the air,640,427,113,291,38,286,224,312,180,292,The airborne man is riding the flat skateboard in the air.
alex_473002,young boy wearing a black,oblong skateboard on the road,640,433,197,306,66,520,217,300,518,551,The young boy wearing a black is riding the oblong skateboard on the road.
alex_214961,person wearing light colored shorts,old skateboard in the air,455,640,138,608,125,448,140,363,82,198,The person wearing light colored shorts is falling off the old skateboard in the air.
alex_337843,skateboarder young person,brown skateboard in the air,425,640,189,431,7,256,326,433,211,277,The skateboarder young person is riding the brown skateboard in the air.
alex_223157,person wearing jeans,black skateboard under the person,605,640,304,572,65,440,335,506,413,460,The person wearing jeans is riding the black skateboard under the person.
alex_237496,determined boy wearing a hat,black skateboard on a rail,512,640,54,355,80,444,66,285,379,450,The determined boy wearing a hat is doing a stunt on the black skateboard on a rail.
alex_20410,man wearing a red shirt,wooden skateboard on the ramp,480,640,52,498,0,394,273,514,344,428,The man wearing a red shirt is riding the wooden skateboard on the ramp.
alex_505788,person,skateboard being held up,375,500,172,316,0,371,178,239,64,271,The person is holding the skateboard being held up.
alex_414709,happy boy,black skateboard under the boy's feet,640,632,212,436,65,530,250,376,527,591,The happy boy is standing on the black skateboard under the boy's feet.
alex_581569,man,multi-colored skateboard,427,640,135,356,102,343,209,295,358,426,The man is jumping off the multi-colored skateboard.
alex_272323,man wearing denim,skateboard over the ramp,425,640,288,439,69,228,248,296,137,283,The man wearing denim is riding the skateboard over the ramp.
alex_57286,serious man,wooden skateboard in air to the right,457,640,151,479,44,254,431,473,75,236,The serious man is riding the wooden skateboard in air to the right.
alex_141256,man wearing a shirt with a flag on it,old skateboard on the ground,640,607,323,566,67,573,89,257,566,627,The man wearing a shirt with a flag on it is walking near the old skateboard on the ground.
alex_315338,person,striped skateboard in his hand,640,436,29,266,17,515,200,279,312,517,The person is holding the striped skateboard in his hand.
alex_108495,person wearing an orange hoodie,black skateboard on the sidewalk,500,333,73,332,3,494,92,294,314,446,The person wearing an orange hoodie is standing on the black skateboard on the sidewalk.
alex_229329,person,skateboard in the air,640,480,31,246,132,369,11,120,326,414,The person is riding the skateboard in the air.
alex_485142,wavy-haired person,skateboard on the floor,640,470,51,413,135,494,156,371,464,526,The wavy-haired person is standing on the skateboard on the floor.
alex_2014,young girl wearing gloves,flat skateboard on the street,427,640,251,448,136,335,271,365,289,334,The young girl wearing gloves is riding on the flat skateboard on the street.
alex_262119,person,green skateboard,375,500,230,385,58,203,248,356,240,292,The person is doing tricks with the green skateboard.
alex_98283,person,black skateboard under the man,375,500,57,246,1,334,70,287,279,366,The person is standing on the black skateboard under the man.
alex_428015,person,black skateboard on the ground,640,427,48,245,170,496,40,198,489,531,The person is learning how to ride the black skateboard on the ground.
alex_167920,man,white skateboard in the air,428,640,527,639,0,290,264,388,217,287,The man is watching the white skateboard in the air.
alex_315384,person,green skateboard on a ramp,441,640,114,368,85,312,115,263,304,352,The person is riding the green skateboard on a ramp.
alex_276476,man,white skateboard in air,429,640,277,518,12,247,252,429,243,336,The man is riding the white skateboard in air.
alex_450559,boy,white skateboard in the air,640,427,71,303,34,359,181,341,215,373,The boy is stepping on the white skateboard in the air.
alex_48129,happy man,metal spoon being held,612,612,137,590,28,597,166,307,326,451,The happy man is holding the metal spoon being held.
alex_410627,smiling boy,spoon in the soup,640,427,1,375,11,489,48,252,379,606,The smiling boy is holding the spoon in the soup.
alex_454199,person,silver spoon,640,427,76,426,4,370,238,317,367,418,The person is holding the silver spoon.
alex_513600,man wearing a coat,metal spoon in the woman's hand,640,426,104,425,0,634,125,181,309,398,The man wearing a coat is holding the metal spoon in the woman's hand.
alex_117425,person,spoon in his hand,426,640,276,573,7,425,387,431,181,360,The person is holding the spoon in his hand.
alex_301282,girl in a pink blouse,huge spoon in the girls hand,640,427,25,393,24,439,0,217,267,315,The girl in a pink blouse is using the huge spoon in the girls hand.
alex_205570,man,wooden spoon over the candle,480,640,382,639,0,271,155,258,163,267,The man is using the wooden spoon over the candle.
alex_220638,person,spoon in the baby's hand,640,480,28,474,0,472,77,142,311,421,The person is holding the spoon in the baby's hand.
alex_578871,person,large spoon in a bowl,640,480,73,289,1,295,194,386,500,571,The person is ignoring the large spoon in a bowl.
alex_58425,man wearing a red shirt,black spoon in the bowl,640,480,1,303,18,639,223,328,442,504,The man wearing a red shirt is holding the black spoon in the bowl.
alex_250790,man,spoon,427,640,5,193,2,217,110,275,157,186,The man is holding the spoon.
alex_179699,full person wearing glasses and black sweater,metallic spoon,480,640,49,494,20,404,385,502,382,438,The full person wearing glasses and black sweater is ignoring the metallic spoon.
alex_521509,man wearing a brown polo,bed,427,640,150,266,186,370,122,475,267,420,The man wearing a brown polo is sitting on the bed.
alex_6662,lady man,soft bed in the bedroom,640,425,11,374,139,561,3,306,188,629,The lady man is laying on the soft bed in the bedroom.
alex_61960,person,bed,371,640,19,639,6,370,0,639,129,370,The person is laying on the bed.
alex_578570,man,white bed,500,375,3,374,93,483,0,375,95,401,The man is lying the white bed.
alex_551439,man,white bed in the bedroom,640,427,0,425,32,628,0,427,139,630,The man is reading in the white bed in the bedroom.
alex_220176,bearded person,bed against the middle of the wall,427,640,164,450,61,339,128,639,231,418,The bearded person is levitating over the bed against the middle of the wall.
alex_173400,man,white bed,428,640,184,395,99,321,0,639,103,427,The man is sitting in the white bed.
alex_449661,sick person,medical bed,169,640,368,447,64,154,286,470,76,168,The sick person is lying the medical bed.
alex_223747,man,black bed,370,500,249,436,98,292,117,499,70,369,The man is sleeping in the black bed.
alex_384089,man,soft bed in the bedroom,224,400,0,399,75,169,0,399,137,219,The man is sleeping in the soft bed in the bedroom.
alex_301082,man,white bed near the sink,480,640,249,639,94,474,243,639,208,473,The man is kneeling on the white bed near the sink.
alex_406555,shite man wearing a black shirt,made bed against the wall,480,640,31,638,46,479,0,639,67,303,The shite man wearing a black shirt is beside the made bed against the wall.
alex_48668,scruffy man,bed,375,500,1,499,57,370,277,499,249,369,The scruffy man is lying on the bed.
alex_485294,boy,white bed under the baby,612,612,87,404,300,433,0,612,135,611,The boy is sleeping in the white bed under the baby.
alex_133667,smiling person wearing pajamas,bed agains the wall,640,480,178,272,283,370,1,423,473,639,The smiling person wearing pajamas is sitting on the bed agains the wall.
alex_347174,tattooed man,bed next to the table,640,427,166,419,53,419,109,426,0,640,The tattooed man is lying in the bed next to the table.
alex_53800,person,made bed,425,640,83,422,68,424,0,197,292,420,The person is sitting on the made bed.
alex_332845,man wearing glasses,blue bed in the room,480,640,312,455,130,313,76,639,293,468,The man wearing glasses is sitting next to the blue bed in the room.
alex_317999,person,big bed next to the wall,612,612,190,563,190,580,23,590,127,587,The person is reading in the big bed next to the wall.
alex_479280,man,bed in the bedroom,422,500,108,496,152,416,0,441,0,268,The man is lying in the bed in the bedroom.
alex_513073,person wearing pants,fabric bed,281,500,145,376,158,276,0,499,181,280,The person wearing pants is lying on the fabric bed.
alex_342831,man in love,comfy bed in the room,427,640,86,235,67,396,8,427,343,426,The man in love is on the comfy bed in the room.
alex_118839,person wearing a dress,striped bed,425,640,138,610,0,424,0,640,0,418,The person wearing a dress is lying on the striped bed.
alex_276893,person,comfy bed in the room,480,640,211,527,208,453,0,550,39,479,The person is lying on the comfy bed in the room.
alex_525369,person,rectangular bed placed in the bedroom,425,640,403,473,107,165,1,581,77,395,The person is laying in the rectangular bed placed in the bedroom.
alex_571450,relaxed man wearing shorts,black bed under the person,480,640,1,626,40,474,281,639,145,473,The relaxed man wearing shorts is on the black bed under the person.
alex_493628,man,white bed in the bedroom,427,640,66,639,11,419,3,601,233,421,The man is lying on the white bed in the bedroom.
alex_68277,man wearing jeans,soft bed against a wall,612,612,2,598,304,581,0,612,302,604,The man wearing jeans is lying on the soft bed against a wall.
alex_456261,tired man,square bed on the floor,500,375,43,280,26,483,1,374,35,408,The tired man is sleeping in the square bed on the floor.
alex_469067,sleeping man wearing a blue shirt,white bed,480,640,0,557,184,472,1,639,167,472,The sleeping man wearing a blue shirt is in the white bed.
alex_438861,tired man,bed middle of the room,428,640,154,420,207,319,0,640,139,423,The tired man is lying in the bed middle of the room.
alex_355453,delighted boy,green bed on the bottom,457,640,162,497,4,268,14,639,283,456,The delighted boy is sitting in the green bed on the bottom.
alex_334416,person,white bed by the wall,426,640,279,360,162,410,371,627,264,402,The person is standing by the white bed by the wall.
alex_457400,person in dark clothing,long bed,480,640,398,639,2,332,1,616,0,471,The person in dark clothing is looking at a map on the long bed.
alex_321169,man,orange bed in a room on the ground,640,629,233,541,226,405,31,595,122,509,The man is reading a paper on the orange bed in a room on the ground.
alex_384596,boy,small bed,427,640,53,179,174,422,140,473,133,390,The boy is looking at the small bed.
alex_479829,person,green bed next to the wall,640,480,53,421,185,508,4,479,474,639,The person is reading a book in the green bed next to the wall.
alex_21365,cheerful person,bed in the room,390,640,0,428,0,340,0,637,292,383,The cheerful person is using a laptop on the bed in the room.
alex_276057,person,small bed in a room,333,500,234,487,192,328,18,388,264,332,The person is viewing laptops in the small bed in a room.
alex_458255,girl,large bed in the room,428,640,88,216,181,325,0,637,51,427,The girl is reading a book while in the large bed in the room.
alex_511333,man,colorful bed in a room,375,500,372,484,183,374,80,499,121,374,The man is kneeling beside the colorful bed in a room.
alex_424270,person wearing a white shirt,unmade bed against the wall,425,640,263,392,223,380,2,590,136,418,The person wearing a white shirt is sitting on the unmade bed against the wall.
alex_215652,person,bed,640,478,90,471,10,550,113,477,173,632,The person is sitting on the bed.
alex_358502,man wearing a multi-colored hat,soft bed against a wall,640,478,94,398,76,631,0,478,306,639,The man wearing a multi-colored hat is sitting on the soft bed against a wall.
alex_7789,comfortable man,bed under the person,427,640,76,636,3,417,1,639,137,420,The comfortable man is laying on the bed under the person.
alex_437872,person,unmade bed by a wall,428,640,54,343,1,426,0,640,208,419,The person is sitting on the unmade bed by a wall.
alex_178025,person wearing grey,soft bed under the people,612,612,6,611,56,600,0,501,23,602,The person wearing grey is holding the baby on the soft bed under the people.
alex_415882,person,white bed underneath the person,640,544,21,331,211,536,0,343,327,630,The person is laying in the white bed underneath the person.
alex_62703,person,medium bed,480,640,2,479,0,325,0,640,156,479,The person is stretched out on the medium bed.
alex_170640,person,small bed by a window,480,640,91,389,127,473,3,516,210,473,The person is sitting on the small bed by a window.
alex_470161,man wearing a dress,large bed in the bedroom,427,640,51,607,14,390,3,639,93,419,The man wearing a dress is reclining on the large bed in the bedroom.
alex_161940,boy wearing an orange shirt,unmade bed in the bedroom,480,640,100,582,169,479,3,639,177,473,The boy wearing an orange shirt is lying on the unmade bed in the bedroom.
alex_41110,person,bed by a wall,480,640,185,497,60,474,0,179,460,479,The person is drinking on the bed by a wall.
alex_552217,man,comfy bed under the window,334,500,75,384,93,289,125,499,2,330,The man is lying in the comfy bed under the window.
alex_337563,hungry man,bed near the little girl,480,640,236,639,2,472,2,396,263,471,The hungry man is sitting on the bed near the little girl.
alex_320670,person,bed,427,640,35,441,190,334,0,638,254,420,The person is about to fall on the bed.
alex_62623,man dressed casually,bed by the corner,375,500,1,438,112,370,0,500,62,370,The man dressed casually is sleeping on the bed by the corner.
alex_468129,boy,comfy bed by a wall,500,375,7,374,1,479,0,374,123,493,The boy is kneeling on the comfy bed by a wall.
alex_211108,person,comfy bed under the person,480,640,3,639,81,479,1,384,105,479,The person is lying on the comfy bed under the person.
alex_231589,person,bed,425,640,297,440,70,375,133,639,282,416,The person is standing on the bed.
alex_83110,person,white bed below the man,475,500,96,390,119,474,1,124,289,469,The person is sitting on the white bed below the man.
alex_314023,person wearing a striped shirt,small bed,480,640,292,472,0,404,46,639,177,473,The person wearing a striped shirt is bouncing on the small bed.
alex_463534,brunette man,green bed holding a person and a dog,640,427,2,352,28,436,0,427,7,629,The brunette man is sleeping on the green bed holding a person and a dog.
alex_355257,person,blue bed in a hospital,427,640,326,635,230,330,276,639,213,398,The person is laying in the blue bed in a hospital.
alex_60596,person,white bed next to the wall,426,640,189,353,156,321,91,629,149,426,The person is sitting in the white bed next to the wall.
alex_61983,person,bed underneath the woman,427,640,350,526,95,341,2,639,100,421,The person is sitting on the bed underneath the woman.
alex_30707,resting man,unmade bed,425,640,175,349,81,370,45,639,302,419,The resting man is sitting on the unmade bed.
alex_528575,person,bed by the wall,423,640,190,463,109,295,3,639,52,417,The person is sleeping in the bed by the wall.
alex_60448,person wearing a shirt and jeans,wooden bed in the room,480,640,56,548,138,337,0,548,249,479,The person wearing a shirt and jeans is jumping onto the wooden bed in the room.
alex_514254,person,soft bed on the floor,636,640,1,622,1,630,2,639,22,627,The person is lying in the soft bed on the floor.
alex_170191,boy in a brown coat,soft bed in the bedroom,531,640,447,633,8,519,0,479,170,513,The boy in a brown coat is standing near the soft bed in the bedroom.
alex_390350,person,colorful bed in the corner of the room,500,334,37,184,203,431,1,333,298,490,The person is sitting on the colorful bed in the corner of the room.
alex_270883,man,bed in a room,393,640,65,546,96,315,5,639,2,392,The man is lying on the bed in a room.
alex_245460,child person,striped bed,480,640,121,467,13,473,1,639,161,473,The child person is sitting on the striped bed.
alex_13525,naked man,bed under the person,463,640,1,224,0,415,0,638,0,456,The naked man is sitting on the bed under the person.
alex_554710,human man wearing blue jeans,blue bed underneath the person,428,640,321,639,91,422,0,390,262,425,The human man wearing blue jeans is lying in the blue bed underneath the person.
alex_221562,person,messy bed in the bedroom,480,640,258,639,152,434,57,475,311,477,The person is sitting on the messy bed in the bedroom.
alex_97800,person,white bed in the building,640,424,0,350,55,510,1,423,440,630,The person is lying on the white bed in the building.
alex_117471,man,unmade bed,427,640,153,534,19,421,0,612,123,421,The man is sitting on the unmade bed.
alex_289941,boy,striped bed laying flat,480,640,157,538,84,479,0,639,182,474,The boy is sitting on the striped bed laying flat.
alex_60548,person in causal dress,blue bed on the floor,334,500,285,495,138,295,13,222,203,324,The person in causal dress is sitting across from the blue bed on the floor.
alex_578545,pregnant man,soft bed,474,640,182,403,92,375,1,639,67,467,The pregnant man is lying in the soft bed.
alex_448837,person,white bed in the bedroom,375,500,1,499,71,369,312,498,127,288,The person is lying on the white bed in the bedroom.
alex_94271,person wearing a gray and light blue shirt,orange bed under the dog and person,335,500,0,332,0,331,0,500,0,331,The person wearing a gray and light blue shirt is lying on the orange bed under the dog and person.
alex_403693,person,covered bed off the floor,640,360,100,350,243,592,1,154,199,629,The person is sitting next to the covered bed off the floor.
alex_539888,man wearing glasses,unmade bed by a window,640,640,119,413,188,632,0,640,263,631,The man wearing glasses is sitting on the unmade bed by a window.
alex_171762,man,bed up against the wall,640,424,90,423,67,576,66,423,129,630,The man is laying in the bed up against the wall.
alex_133876,person,white bed,359,640,0,502,72,351,0,391,116,300,The person is laying in the white bed.
alex_35062,boy in deep sleep,bed under the boy,640,425,155,199,68,106,0,423,58,639,The boy in deep sleep is lying in the bed under the boy.
alex_337705,person,comfy bed behind the man,428,640,304,567,106,427,147,320,233,427,The person is standing near the comfy bed behind the man.
alex_197880,person,rectangular bed against a wall,428,640,430,610,138,336,81,639,198,422,The person is sitting on the rectangular bed against a wall.
alex_398076,man,bed,427,640,31,639,0,392,0,633,1,420,The man is lying in the bed.
alex_330495,relaxed man,bed against the wall,438,640,425,631,69,354,10,202,123,354,The relaxed man is lying on the bed against the wall.
alex_128515,man,unmade bed in a hotel,480,640,78,638,81,328,3,498,358,470,The man is jumping on the unmade bed in a hotel.
alex_566529,man,full bed by a window,375,500,0,469,0,370,343,499,245,370,The man is lying prone on the full bed by a window.
alex_291588,injured person,white bed in a room under the person,375,500,1,499,10,369,0,499,12,369,The injured person is lying on her back on the white bed in a room under the person.
alex_520150,toddler boy,read bed against the wall,375,500,115,306,25,345,0,449,194,369,The toddler boy is sitting on the read bed against the wall.
alex_304390,person,wooden bed by a wall,500,375,96,304,290,497,0,373,373,492,The person is sitting on the wooden bed by a wall.
alex_554711,person,conmfy bed,640,480,12,337,152,532,1,479,197,631,The person is laying in the conmfy bed.
alex_118542,person,big bed,480,640,242,495,48,385,262,639,276,474,The person is sitting on the big bed.
alex_460333,person,small bed by the wall,480,640,301,398,218,331,146,429,238,358,The person is sitting on the small bed by the wall.
alex_512112,girl,made bed in a room,640,480,160,479,0,604,0,479,252,639,The girl is kneeled on the made bed in a room.
alex_281475,girl wearing a white tee shirt,bed by a window,479,640,0,453,75,478,184,639,305,476,The girl wearing a white tee shirt is sitting on the bed by a window.
alex_559380,young person dressed in dark clothes,bed in the middle of the room,427,640,213,335,76,233,2,334,117,426,The young person dressed in dark clothes is leaning back on the bed in the middle of the room.
alex_229653,person,brown bed against the wall,352,500,376,498,31,231,0,496,37,348,The person is sitting on the brown bed against the wall.
alex_103705,person,small bed,425,640,0,271,232,397,414,639,185,423,The person is laying on the small bed.
alex_114458,person wearing a striped sweater,patterned bed,480,640,221,639,35,479,1,639,1,479,The person wearing a striped sweater is laying on the patterned bed.
alex_559388,bald man wearing a black shirt,white bed in a white room,427,640,144,639,175,420,0,640,293,420,The bald man wearing a black shirt is resting on the white bed in a white room.
alex_95383,man,messy bed in the bedroom,640,622,301,364,450,549,0,622,372,638,The man is standing in front of the messy bed in the bedroom.
alex_334625,bloody man in bandages,soft bed in the room,500,375,25,374,74,491,1,374,111,495,The bloody man in bandages is lying the soft bed in the room.
alex_373034,person,white bed against the wall,480,640,90,404,51,473,0,607,40,473,The person is lying on the white bed against the wall.
alex_75055,white man,covered bed,640,480,40,479,48,252,25,205,95,630,The white man is sleeping on the covered bed.
alex_557107,person,white bed by the wall,640,613,56,481,117,584,1,612,84,633,The person is lying on the white bed by the wall.
alex_40757,sleepy boy,unmade bed in the room,640,425,1,400,262,531,1,422,261,633,The sleepy boy is lying the unmade bed in the room.
alex_397705,old man,covered bed by the wall,359,500,20,404,40,326,0,500,10,354,The old man is lying in the covered bed by the wall.
alex_194876,person wearing a plaid shirt,white bed in a red room,640,480,99,301,139,637,283,479,452,628,The person wearing a plaid shirt is standing next to the white bed in a red room.
alex_321674,man,white bed in the room,640,427,128,368,265,501,67,426,310,630,The man is sitting on the white bed in the room.
alex_12085,person,white bed in the bedroom,480,640,143,634,215,471,0,640,124,472,The person is sleeping with the cats on the white bed in the bedroom.
alex_300357,bold person wearing a patterned top,floral bed against the wall,640,480,80,412,83,587,1,479,327,626,The bold person wearing a patterned top is posing on the floral bed against the wall.
alex_218439,focused man,rumpled bed in a bedroom,640,480,0,453,192,633,99,479,358,639,The focused man is lying in the rumpled bed in a bedroom.
alex_373577,smiling happy man,rumpled bed behind the person,640,602,17,601,0,638,0,201,169,626,The smiling happy man is sitting near the rumpled bed behind the person.
alex_45367,man,bed,640,480,0,480,50,628,0,430,54,639,The man is sitting on the bed.
alex_454478,person,colourful bed underneath the woman,480,640,354,639,34,479,0,609,0,474,The person is lying on the colourful bed underneath the woman.
alex_414034,busy boy,made bed near the table,480,640,61,451,1,474,0,640,156,479,The busy boy is sitting on the made bed near the table.
alex_418275,man,brown bed,500,375,141,374,50,270,0,371,312,492,The man is lying on the brown bed.
alex_300375,man wearing a dark top,white bed on the floor,280,400,103,284,37,165,30,399,178,272,The man wearing a dark top is laying the white bed on the floor.
alex_35672,smiling man,bed in a room,274,500,2,499,53,270,0,270,134,268,The smiling man is lying in the bed in a room.
alex_347995,man,bed under the person and dog,480,640,234,367,97,263,0,640,61,472,The man is lying in the bed under the person and dog.
alex_557916,girl wearing red,white bed,426,640,143,529,65,419,0,640,0,426,The girl wearing red is sitting on the white bed.
alex_553788,man,red bed under the person,363,640,0,372,26,314,0,639,229,358,The man is lying in the red bed under the person.
alex_393569,brunette man dressed casually,wooden bed,480,640,375,571,121,341,452,591,169,322,The brunette man dressed casually is sitting on the wooden bed.
alex_457572,man,bed in a room,640,480,263,327,74,136,0,480,216,633,The man is near the bed in a room.
alex_179045,person,bed by the window,478,640,274,337,158,245,0,487,178,471,The person is sitting in the bed by the window.
alex_167271,man wearing glasses,made bed underneath the woman,500,375,41,374,112,492,0,306,45,492,The man wearing glasses is lying on the made bed underneath the woman.
alex_421188,tired person in hospital gown,covered bed in the hospital,480,640,293,454,121,291,142,295,302,473,The tired person in hospital gown is resting the covered bed in the hospital.
alex_451751,man,inflammable bed on the floor,375,500,168,397,86,344,10,499,107,367,The man is sitting in the inflammable bed on the floor.
alex_99182,tired person,white bed behind the person,334,500,184,377,0,281,360,496,173,326,The tired person is looking at a book next to the white bed behind the person.
alex_216944,girl,bed in the room,427,640,253,626,0,337,159,639,301,420,The girl is lying in the bed in the room.
alex_243569,sad girl wearing a yellow blouse,bed by a wall,333,500,125,231,104,225,0,500,163,332,"The sad girl wearing a yellow blouse is on her computer, sitting on the bed by a wall."
alex_504353,child girl wearing a pink shirt,red bed in a room,480,640,91,358,200,473,3,637,319,474,The child girl wearing a pink shirt is laying with her teddy bear on the red bed in a room.
alex_290093,busy man wearing red shirt and dark jeans,unmade bed in a room,480,640,393,521,84,445,0,370,271,472,The busy man wearing red shirt and dark jeans is near the unmade bed in a room.
alex_544122,man,bed under the person,427,640,0,578,17,420,0,639,0,420,The man is lying in the bed under the person.
alex_538175,person,white bed against the wall,612,612,194,309,214,442,74,489,284,611,The person is jumping the white bed against the wall.
alex_31113,man wearing cargo pants,bed next to the wall,500,375,97,255,105,499,322,374,10,492,The man wearing cargo pants is near the bed next to the wall.
alex_199551,boy wearing beige and red,bed,428,640,123,422,152,253,0,640,166,422,The boy wearing beige and red is lying on the bed.
alex_147179,man wearing white shoes,bed,393,640,7,608,54,370,0,639,0,353,The man wearing white shoes is lying in the bed.
alex_283012,person,made bed against the red wall,480,640,170,518,1,474,111,639,395,472,The person is sitting on the made bed against the red wall.
alex_508822,boy,blue bed under the boy,640,427,79,401,121,632,1,426,136,630,The boy is sitting on the blue bed under the boy.
alex_531335,man,long bed by a wall,244,295,98,280,12,223,0,294,153,243,The man is standing by the long bed by a wall.
alex_297353,man wearing jeans,purple bed against a wall,640,640,176,472,63,484,44,574,367,583,The man wearing jeans is standing on the purple bed against a wall.
alex_256940,boy,small bed in a room,478,640,143,614,179,467,2,554,89,366,The boy is laying on the small bed in a room.
alex_508514,tired relaxed person,red bed under the person,480,640,70,639,197,479,0,413,217,479,The tired relaxed person is laying on the red bed under the person.
alex_47940,relaxed person,gray bed,426,640,0,639,3,417,0,539,0,269,The relaxed person is sitting cross-legged on the gray bed.
alex_51610,small person,white bed below the baby,427,640,345,589,98,400,0,640,301,420,The small person is sitting on the white bed below the baby.
alex_4509,person in a rope suit,bed holding the model,640,425,71,312,45,495,0,424,331,639,The person in a rope suit is kneeling on the bed holding the model.
alex_437664,naked man,red bed against wall,500,500,130,473,219,298,4,493,229,377,The naked man is laying naked in the red bed against wall.
alex_561062,sick asleep man,white bed covered with dogs,353,640,135,490,10,231,0,640,0,349,The sick asleep man is lying on the white bed covered with dogs.
alex_14248,young girl,covered bed in a room,480,640,240,619,0,435,1,639,0,473,The young girl is laying on the covered bed in a room.
alex_331180,bizarre man,fluffy bed in the bedroom,640,464,6,461,2,639,0,464,184,632,The bizarre man is lying on the fluffy bed in the bedroom.
alex_5038,man,white bed against the wall,480,640,389,597,159,435,93,639,211,471,The man is sitting on the white bed against the wall.
alex_221000,happy man,white bed,480,640,175,634,55,278,30,639,184,472,The happy man is sitting up in the white bed.
alex_242610,person,blue bed in the corner,480,640,204,332,102,468,305,639,234,478,The person is standing beside the blue bed in the corner.
alex_257470,man,messy bed in the bedroom,424,640,261,495,98,417,0,640,314,422,The man is touching her hair on the messy bed in the bedroom.
alex_212927,person wearing eyeglasses,bed against the wall,427,640,153,267,68,218,86,639,173,426,The person wearing eyeglasses is using the laptop in the bed against the wall.
alex_254368,man,bed in the room,640,392,33,391,65,458,11,388,123,633,The man is eating something in the bed in the room.
alex_80834,man wearing a green shirt,large bed by the window,427,640,234,415,168,325,1,554,280,420,The man wearing a green shirt is sitting the large bed by the window.
